,model,kw,mark,new,2017,2016,2015,2014,2013,2012,2011
3790,GLC Coupé 250 d 4MATIC 9G-TRONIC (253),150.0,Mercedes,52336,39950,35700,,,,,
3791,GLC 250 d 4MATIC 9G-TRONIC (253),150.0,Mercedes,47874,33650,30050,26850,,,,
3792,GLC Coupé 350 d 4MATIC 9G-TRONIC (253),190.0,Mercedes,58762,44100,39400,,,,,
3793,GLC Coupé 350 e 4MATIC 7G-TRONIC PLUS (253),235.0,Mercedes,58227,42750,38150,,,,,
3794,GLC 350 e 4MATIC 7G-TRONIC PLUS (253),235.0,Mercedes,53110,38200,34100,,,,,
3795,GLC Coupé 43 AMG 4MATIC 9G-TRONIC (253) AMG,270.0,Mercedes,66997,48850,43650,,,,,
3796,GLC 43 AMG 4MATIC 9G-TRONIC (253) AMG,270.0,Mercedes,63368,45600,40700,,,,,
3797,"GLC Coupé 63 AMG 4MATIC+ SPEEDSHIFT MCT 9G-
TRONIC (253) AMG",350.0,Mercedes,86335,62850,,,,,,
3798,GLC 63 AMG 4MATIC+ SPEEDSHIFT MCT (253) AMG,350.0,Mercedes,82705,60300,,,,,,
3799,"GLC Coupé 63 S AMG 4MATIC+ SPEEDSHIFT MCT
9G-TRONIC (253) AMG",375.0,Mercedes,95141,69350,,,,,,
3800,"GLC 63 S AMG 4MATIC+ SPEEDSHIFT MCT (253)
AMG",375.0,Mercedes,91511,66750,,,,,,
3801,GLE 400 4MATIC 7G-TRONIC PLUS (166),245.0,Mercedes,65510,42400,39000,35800,,,,
3802,GLE 450 AMG 4MATIC 9G-TRONIC PLUS (166),270.0,Mercedes,69734,,45350,40600,,,,
3803,GLE 500 4MATIC 7G-TRONIC PLUS (166),320.0,Mercedes,76874,,,42150,,,,
3804,GLE 500 4MATIC 9G-TRONIC (166),335.0,Mercedes,82289,50350,46300,42650,,,,
3805,GLE 250 d 4MATIC 9G-TRONIC (166),150.0,Mercedes,61285,36400,33500,30850,,,,
3806,GLE 250 d 9G-TRONIC (166),150.0,Mercedes,58489,34650,31900,29350,,,,
3807,GLE 350 d 4MATIC 9G-TRONIC (166),190.0,Mercedes,65331,40050,36300,33350,,,,
3808,GLE 500 e 4MATIC 7G-TRONIC PLUS (166),325.0,Mercedes,78481,47750,43950,40300,,,,
3809,GLE 43 AMG 4MATIC 9G-TRONIC (166) AMG,270.0,Mercedes,70389,49550,45350,,,,,
3810,"GLE 63 AMG 4MATIC SPEEDSHIFT PLUS 7G-
TRONIC (166) AMG",410.0,Mercedes,117096,73050,65550,59150,,,,
3811,"GLE 63 S AMG 4MATIC SPEEDSHIFT PLUS 7G-
TRONIC (166) AMG",430.0,Mercedes,127509,79200,70800,63750,,,,
3812,GLE Coupé 400 4MATIC 9G-TRONIC (292),245.0,Mercedes,72233,50250,44550,39850,,,,
3813,GLE Coupé 450 AMG 4MATIC 9G-TRONIC (292),270.0,Mercedes,75803,,49050,44700,,,,
3814,GLE Coupé 500 4MATIC 9G-TRONIC (292),335.0,Mercedes,89607,57300,52250,47400,,,,
3815,GLE Coupé 350 d 4MATIC 9G-TRONIC (292),190.0,Mercedes,71698,50500,45050,40900,,,,
3816,GLE Coupé 43 AMG 4MATIC 9G-TRONIC (292) AMG,270.0,Mercedes,77112,54250,49450,,,,,
3817,"GLE Coupé 63 AMG 4MATIC SPEEDSHIFT PLUS 7G-
TRONIC (292) AMG",410.0,Mercedes,121916,79600,72250,66050,,,,
3818,"GLE Coupé 63 S AMG 4MATIC SPEEDSHIFT PLUS
7G-TRONIC (292) AMG",430.0,Mercedes,132685,85750,77900,71200,,,,
3819,GLK 200 (204),135.0,Mercedes,37485,,,21150,18550,16550,,
3820,GLK 250 7G-TRONIC PLUS (204),155.0,Mercedes,42364,,,24450,20900,18650,,
3821,GLK 350 4MATIC 7G-TRONIC PLUS (204),225.0,Mercedes,49266,,,,,,18000,16250
3822,GLK 350 4MATIC 7G-TRONIC PLUS (204),225.0,Mercedes,52360,,,28050,24600,21550,18500,
3823,GLK 200 CDI BlueEFFICIENCY (204),105.0,Mercedes,35462,,,,,,12700,11550
3824,GLK 200 CDI (204),105.0,Mercedes,37426,,,20000,17550,15500,13300,
3825,GLK 220 CDI BlueEFFICIENCY 4MATIC 7G-TRONIC,125.0,Mercedes,41888,,,,,,15200,13850
3826,GLK 220 CDI 4MATIC 7G-TRONIC PLUS (204),125.0,Mercedes,44149,,,23150,20650,18200,15700,
3827,"GLK 220 CDI BlueTEC 4MATIC 7G-TRONIC PLUS
(204)",125.0,Mercedes,44863,,,23550,20900,18400,15800,
3828,"GLK 250 CDI BlueEFFICIENCY 4MATIC 7G-TRONIC
(204)",150.0,Mercedes,43911,,,,,,15850,14400
3829,"GLK 250 CDI BlueTEC 4MATIC 7G-TRONIC PLUS
(204)",150.0,Mercedes,46856,,,24750,21700,19150,16450,
3830,GLK 350 CDI 4MATIC 7G-TRONIC (204),170.0,Mercedes,48195,,,,,,17300,15750
3831,GLK 350 CDI 4MATIC 7G-TRONIC (204),195.0,Mercedes,51468,,,27300,23950,21150,18150,
3832,GL 350 CDI BlueTEC 4MATIC 7G-TRONIC (X164),155.0,Mercedes,76398,,,,,31250,27050,24250
3833,"GL 350 CDI BlueEFFICIENCY 4MATIC 7G-TRONIC
(X164)",195.0,Mercedes,75684,,,,,30900,27000,23950
3834,GL 400 4MATIC 7G-TRONIC PLUS (X166),245.0,Mercedes,76160,,,44000,38300,,,
3835,GL 500 4MATIC 7G-TRONIC PLUS (X166),320.0,Mercedes,95974,,,,48200,43400,37100,
3836,"GL 350 CDI BlueTEC 4MATIC 7G-TRONIC PLUS
(X166)",190.0,Mercedes,74286,,,42250,37150,33000,28700,
3837,"GL 63 AMG SPEEDSHIFT PLUS 7G-TRONIC (X166)
AMG",410.0,Mercedes,131852,,,,60250,53900,47550,
3838,GLS 400 4MATIC 9G-TRONIC (X166),245.0,Mercedes,81610,57000,50500,44750,,,,
3839,GLS 350 d 4MATIC 9G-TRONIC (X166),190.0,Mercedes,79736,54250,48650,43100,,,,
3840,"GLS 63 AMG SPEEDSHIFT PLUS 7G-TRONIC (X166)
AMG",430.0,Mercedes,140242,93350,82700,73050,,,,
3841,ML 350 4MATIC 7G-TRONIC PLUS (166),225.0,Mercedes,58191,,,,30000,27400,23900,21700
3842,ML 400 4MATIC 7G-TRONIC PLUS (166),245.0,Mercedes,60214,,,34650,31050,,,
3843,ML 500 4MATIC 7G-TRONIC PLUS (166),300.0,Mercedes,76220,,,,37050,32900,28800,
3844,ML 250 BlueTEC 4MATIC 7G-TRONIC PLUS (166),150.0,Mercedes,56228,,,29950,26850,24500,21850,20150
3845,ML 350 BlueTEC 4MATIC 7G-TRONIC PLUS (166),190.0,Mercedes,60036,,,32700,28200,25700,23750,21950
3846,"ML 63 AMG 4MATIC SPEEDSHIFT PLUS 7G-TRONIC
(166) AMG",386.0,Mercedes,110254,,,,46700,41550,36900,32900
3847,"R 350 BlueEFFICIENCY 4MATIC 7G-TRONIC PLUS
(251)",225.0,Mercedes,58875,,,,,,18550,16550
3848,R 300 CDI BlueEFFICIENCY 7G-TRONIC PLUS (251),140.0,Mercedes,52420,,,,,,15400,13700
3849,R 350 CDI BlueTEC 4MATIC 7G-TRONIC lang (251),155.0,Mercedes,62207,,,,,,18100,16150
3850,R 350 CDI 4MATIC 7G-TRONIC PLUS (251),195.0,Mercedes,59292,,,,,,17100,15250
3851,Maybach S 500 4MATIC 9G-TRONIC (222),335.0,Mercedes,138576,77300,71550,65450,,,,
3852,Maybach S 500 9G-TRONIC (222),335.0,Mercedes,134768,75150,69550,63650,54600,,,
3853,Maybach S 560 4MATIC 9G-TRONIC (222),345.0,Mercedes,144639,90150,,,,,,
3854,Maybach S 560 9G-TRONIC (222),345.0,Mercedes,140652,87750,,,,,,
3855,Maybach S 600 7G-TRONIC PLUS (222),390.0,Mercedes,188556,99000,91350,82800,73600,,,
3856,Maybach S 650 7G-TRONIC PLUS (222),463.0,Mercedes,201818,116900,,,,,,
3857,S 400 Coupé 4MATIC 7G-TRONIC PLUS (217),270.0,Mercedes,100561,65750,58700,52400,,,,
3858,S 500 Coupé 4MATIC 7G-TRONIC PLUS (217),335.0,Mercedes,128823,76600,70500,64000,58200,,,
3859,S 500 Coupé 9G-TRONIC (217),335.0,Mercedes,125015,74350,68350,62050,56450,,,
3860,S 560 Coupé 9G-TRONIC (217),345.0,Mercedes,127943,87400,,,,,,
3861,S 500 Cabriolet 9G-TRONIC (217),335.0,Mercedes,140545,80150,74600,69200,,,,
3862,S 560 Cabriolet 9G-TRONIC (217),345.0,Mercedes,143472,93250,,,,,,
3863,"S 63 AMG Coupé 4MATIC SPEEDSHIFT MCT (217)
AMG",430.0,Mercedes,174662,103700,92400,83050,76750,,,
3864,S 63 AMG Coupé SPEEDSHIFT MCT (217) AMG,430.0,Mercedes,175436,104150,92800,83450,77100,,,
3865,"S 63 AMG Coupé 4MATIC+ SPEEDSHIFT MCT 9G-
TRONIC (217) AMG",450.0,Mercedes,177310,122950,,,,,,
3866,S 65 AMG Coupé SPEEDSHIFT PLUS (217) AMG,463.0,Mercedes,248085,143050,126700,113150,102100,,,
3867,"S 65 AMG Coupé SPEEDSHIFT PLUS 7G-TRONIC
(217) AMG",463.0,Mercedes,249305,151750,,,,,,
3868,"S 63 AMG Cabriolet 4MATIC SPEEDSHIFT MCT (217)
AMG",430.0,Mercedes,190013,111050,100550,92150,,,,
3869,"S 63 AMG Cabriolet 4MATIC+ SPEEDSHIFT MCT 9G-
TRONIC (217) AMG",450.0,Mercedes,192721,128500,,,,,,
3870,S 65 AMG Cabriolet SPEEDSHIFT Plus (217) AMG,463.0,Mercedes,256177,152350,134900,,,,,
3871,"S 65 AMG Cabriolet SPEEDSHIFT PLUS 7G-TRONIC
(217) AMG",463.0,Mercedes,257457,161600,,,,,,
3872,S 400 HYBRID 7G-TRONIC Sport (221),220.0,Mercedes,87287,,,,,24500,21900,19700
3873,"S 350 BlueEFFICIENCY 4MATIC 7G-TRONIC PLUS
(221)",225.0,Mercedes,83003,,,,,24000,21400,19450
3874,S 350 BlueEFFICIENCY 7G-TRONIC PLUS (221),225.0,Mercedes,79195,,,,,22800,20350,18300
3875,"S 500 BlueEFFICIENCY 4MATIC 7G-TRONIC PLUS
(221)",320.0,Mercedes,103471,,,,,29600,26200,23800
3876,S 500 BlueEFFICIENCY 7G-TRONIC PLUS (221),320.0,Mercedes,99663,,,,,29400,26000,23600
3877,S 350 BlueTEC 4MATIC 7G-TRONIC PLUS (221),190.0,Mercedes,80325,,,,,25500,22350,20100
3878,S 350 BlueTEC 7G-TRONIC PLUS (221),190.0,Mercedes,76517,,,,,24550,21500,19350
3879,S 63 AMG SPEEDSHIFT MCT (221) AMG,400.0,Mercedes,145061,,,,,39600,34300,30850
3880,S 65 AMG SPEEDSHIFT Automatik lang (221) AMG,463.0,Mercedes,230384,,,,,66750,57850,52050
3881,S 400 4MATIC 7G-TRONIC PLUS (222),245.0,Mercedes,90797,55550,47500,43050,,,,
3882,S 450 9G-TRONIC (222),286.0,Mercedes,93385,60250,,,,,,
3883,S 500 4MATIC 7G-TRONIC PLUS (222),335.0,Mercedes,111027,60900,56350,51550,44250,37800,,
3884,S 500 7G-TRONIC PLUS (222),335.0,Mercedes,107219,58700,54300,49650,42650,36400,,
3885,S 500 9G-TRONIC (222),336.0,Mercedes,103512,67350,,,,,,
3886,S 560 4MATIC 9G-TRONIC (222),345.0,Mercedes,115091,69300,,,,,,
3887,S 560 9G-TRONIC (222),345.0,Mercedes,111104,67000,,,,,,
3888,S 600 lang 7G-TRONIC PLUS (222),390.0,Mercedes,165589,83600,77950,69950,62800,,,
3889,S 350 BlueTEC 4MATIC 7G-TRONIC PLUS (222),190.0,Mercedes,85561,,,38550,35800,32650,,
3890,S 350 BlueTEC 7G-TRONIC PLUS (222),190.0,Mercedes,81753,,,36800,34000,31000,,
3891,S 350 d 4MATIC 7G-TRONIC PLUS (222),190.0,Mercedes,93415,48200,44950,41850,,,,
3892,S 350 d 7G-TRONIC PLUS (222),190.0,Mercedes,89607,46250,43100,40150,,,,
3893,S 350 d 4MATIC 9G-TRONIC (222),210.0,Mercedes,89577,51050,,,,,,
3894,S 350 d 9G-TRONIC (222),210.0,Mercedes,85769,48850,,,,,,
3895,S 400 d 4MATIC 9G-TRONIC (222),250.0,Mercedes,94337,57050,,,,,,
3896,S 400 d 9G-TRONIC (222),250.0,Mercedes,90529,54750,,,,,,
3897,S 300 BlueTEC HYBRID 7G-TRONIC PLUS (222),170.0,Mercedes,81753,,,39000,34300,,,
3898,S 300 h 7G-TRONIC PLUS (222),170.0,Mercedes,82229,45900,42800,39000,,,,
3899,S 400 h 7G-TRONIC PLUS (222),225.0,Mercedes,87644,,46800,43300,,,,
3900,S 400 HYBRID 7G-TRONIC PLUS (222),225.0,Mercedes,87168,,,43300,37650,32100,,
3901,S 500 e lang 7G-TRONIC PLUS (222),325.0,Mercedes,110254,68000,59850,53400,,,,
3902,S 500 PLUG-IN HYBRID lang 7G-TRONIC PLUS (222),325.0,Mercedes,109778,,,53400,47850,,,
3903,S 63 AMG lang 4MATIC SPEEDSHIFT MCT (222) AMG 4,430.0,Mercedes,155295,,,72250,64100,56400,,
3904,S 63 AMG SPEEDSHIFT MCT (222) AMG,430.0,Mercedes,152023,,,70750,62850,55300,,
3905,S 63 AMG lang 4MATIC+ 9G-TRONIC (222) AMG,450.0,Mercedes,161245,108050,,,,,,
3906,S 65 AMG lang SPEEDSHIFT PLUS (222) AMG,463.0,Mercedes,236215,124200,108700,97050,,,,
3907,"S 65 AMG lang AMG SPEEDSHIFT PLUS 7G-TRONIC
(222) AMG",463.0,Mercedes,238595,134600,,,,,,
3908,SLC 180 (172),115.0,Mercedes,35349,24350,21650,,,,,
3909,SLC 200 (172),135.0,Mercedes,40228,26400,24450,,,,,
3910,SLC 300 9G-TRONIC (172),180.0,Mercedes,46803,31400,28600,,,,,
3911,SLC 250 d 9G-TRONIC (172),150.0,Mercedes,43947,26750,24400,,,,,
3912,SLC 43 AMG 9G-TRONIC (172) AMG,270.0,Mercedes,60036,39000,35550,,,,,
3913,SLK 200,135.0,Mercedes,39359,,,20900,18900,17350,15950,14700
3914,SLK 200,135.0,Mercedes,39657,,22800,21050,,,,
3915,SLK 250,150.0,Mercedes,42513,,,21550,19950,18650,17400,16150
3916,SLK 300 9G-TRONIC (172),180.0,Mercedes,46053,,27050,25000,,,,
3917,SLK 350 7G-TRONIC PLUS (172),225.0,Mercedes,53104,,,26450,24650,23100,21650,20050
3918,SLK 250 CDI (172),150.0,Mercedes,40073,,,19700,18300,17050,15750,14600
3919,SLK 250 d 9G-TRONIC (172),150.0,Mercedes,43376,,23250,21200,,,,
3920,SLK 55 AMG SPEEDSHIFT PLUS (172) AMG,310.0,Mercedes,73542,,,,36700,33700,31000,28650
3921,SL 400 9G-TRONIC (231),270.0,Mercedes,99341,61950,56450,,,,,
3922,SL 63 AMG SPEEDSHIFT MCT (231) AMG,430.0,Mercedes,161959,95900,85950,,,,,
3923,SL 65 AMG SPEEDSHIFT PLUS (231) AMG,463.0,Mercedes,240202,145400,132750,,,,,
3924,SL 300 7G-TRONIC (230),170.0,Mercedes,82646,,,,,,33200,29800
3925,SL 350 7G-TRONIC PLUS (231),225.0,Mercedes,95855,,,,42450,38350,34800,31350
3926,SL 400 7G-TRONIC PLUS (231),245.0,Mercedes,97759,,52200,46100,43050,,,
3927,SL 500 7G-TRONIC PLUS (231),320.0,Mercedes,120012,,,,48900,44900,40800,37050
3928,SL 500 7G-TRONIC PLUS (231),335.0,Mercedes,120964,,,55200,49150,,,
3929,SL 63 AMG SPEEDSHIFT MCT (231) AMG,395.0,Mercedes,160591,,,,66450,60100,53850,
3930,SL 63 AMG SPEEDSHIFT MCT (231) AMG,430.0,Mercedes,161543,,81500,74700,,,,
3931,SL 65 AMG SPEEDSHIFT PLUS (231) AMG,463.0,Mercedes,238833,,,,99850,89800,80150,
3932,SLS AMG Coupé SPEEDSHIFT DCT (197),420.0,Mercedes,186830,,,,183600,167550,156700,142350
3933,SLS AMG GT Coupé SPEEDSHIFT DCT (197),435.0,Mercedes,204680,,,,197050,179800,179650,
3934,SLS AMG Roadster SPEEDSHIFT DCT (197),420.0,Mercedes,195160,,,,171150,156200,146100,132800
3935,SLS AMG GT Roadster SPEEDSHIFT DCT (197),435.0,Mercedes,213010,,,,184850,168700,175700,
3936,"Sprinter Kombi 211 CDI Crew kurz 3,19t (906)",84.0,Mercedes,33487,25150,22500,,,,,
3937,"Sprinter Kombi 311 CDI Crew kurz 3,5t (906)",84.0,Mercedes,34915,26200,23400,,,,,
3938,"Sprinter Kombi 213 CDI Crew kurz 3,19t (906)",95.0,Mercedes,30928,,21300,18400,16200,14150,,
3939,"Sprinter Kombi 313 CDI Crew kurz 3,5t (906)",95.0,Mercedes,35284,,23650,20400,18000,15800,,
3940,"Sprinter Kombi 214 CDI Crew kurz 3,19t (906)",105.0,Mercedes,35652,26800,23950,,,,,
3941,"Sprinter Kombi 314 CDI Crew kurz 3,5t (906)",105.0,Mercedes,37080,27800,24850,,,,,
3942,"Sprinter Kombi 216 CDI kurz 3,19t (906)",120.0,Mercedes,39389,,20300,17800,15900,14000,,
3943,"Sprinter Kombi 316 CDI kurz 3,5t (906)",120.0,Mercedes,46529,,24000,21000,18750,16600,,
3944,"Sprinter Kombi 319 CDI kurz 3,5t (906)",140.0,Mercedes,52907,30550,27300,23750,20950,18500,,
3945,"Sprinter Kombi 316 NGT mittel 3,5t (906)",115.0,Mercedes,51456,29700,26550,23100,20450,18050,,
3946,Viano Fun 3.5 kompakt Automatik (639),190.0,Mercedes,50444,,,,25150,22350,19850,17100
3947,Viano 3.5 Trend Automatik kompakt (639),190.0,Mercedes,49564,,,,24700,21950,19550,16800
3948,Viano Fun 2.0 CDI kompakt (639),100.0,Mercedes,41162,,,,20500,18200,16200,13900
3949,Viano Fun 2.0 CDI kompakt 4MATIC (639),100.0,Mercedes,47323,,,,23550,20950,18600,16000
3950,Viano 2.0 CDI Trend kompakt (639),100.0,Mercedes,40293,,,,20050,17850,15850,13600
3951,Viano 2.0 CDI Trend kompakt 4MATIC (639),100.0,Mercedes,46454,,,,23150,20550,18300,15700
3952,Viano Fun 2.2 CDI kompakt (639),120.0,Mercedes,42197,,,,21000,18650,16600,14250
3953,Viano Fun 2.2 CDI kompakt 4MATIC (639),120.0,Mercedes,48358,,,,24050,21400,19050,16350
3954,Viano 2.2 CDI Trend kompakt (639),120.0,Mercedes,41317,,,,20550,18300,16250,13950
3955,Viano 2.2 CDI Trend kompakt 4MATIC (639),120.0,Mercedes,47477,,,,23650,21000,18700,16050
3956,Viano Fun 3.0 CDI kompakt Automatik (639),165.0,Mercedes,47660,,,,23750,21100,18750,16100
3957,Viano 3.0 CDI Trend kompakt Automatik (639),165.0,Mercedes,46779,,,,23300,20700,18400,15800
3958,Viano Marco Polo Westfalia 3.5 lang Automatik (639),190.0,Mercedes,60452,,,,35550,32300,29200,26800
3959,Viano Marco Polo Westfalia 2.0 CDI lang (639),100.0,Mercedes,51027,,,,30000,27250,24650,22600
3960,Viano Marco Polo Westfalia 2.2 CDI lang (639),120.0,Mercedes,52098,,,,30650,27850,25150,23100
3961,"Viano Marco Polo Westfalia 3.0 CDI lang Automatik
(639)",165.0,Mercedes,57215,,,,33650,30600,27650,
3962,Marco Polo Activity 160 CDI (447),65.0,Mercedes,38961,,,23050,20900,,,
3963,Marco Polo Activity 180 CDI (447),84.0,Mercedes,40746,,,24100,21850,,,
3964,Marco Polo Activity 200 CDI (447),100.0,Mercedes,43292,,,25350,22950,,,
3965,Marco Polo Activity 220 CDI (447),120.0,Mercedes,44566,,,26100,23650,,,
3966,Vito Tourer 109 CDI BlueTEC kompakt Crew (447),65.0,Mercedes,23788,18450,16750,,,,,
3967,Vito Tourer 109 CDI kompakt Base (447),65.0,Mercedes,32071,18150,16500,14850,,,,
3968,Vito Tourer 111 CDI BlueTEC kompakt Crew (447),84.0,Mercedes,25276,19100,17350,,,,,
3969,Vito Tourer 111 CDI kompakt Base (447),84.0,Mercedes,33296,18850,17100,15400,,,,
3970,Vito Tourer 114 CDI BlueTEC kompakt Base (447),100.0,Mercedes,36581,20300,18450,16650,,,,
3971,"Vito Tourer 114 CDI BlueTEC kompakt Base 4x4 7G-
TRONIC PLUS (447)",100.0,Mercedes,43272,24650,22400,20150,,,,
3972,Vito Tourer 116 CDI BlueTEC kompakt Base (447),120.0,Mercedes,37902,21050,19150,17250,,,,
3973,"Vito Tourer 116 CDI BlueTEC kompakt Base 4x4 7G-
TRONIC PLUS (447)",120.0,Mercedes,44593,25400,23100,20750,,,,
3974,"Vito Tourer 119 CDI BlueTEC kompakt Base 4x4 7G-
TRONIC PLUS (447)",140.0,Mercedes,46608,26100,23750,21350,,,,
3975,"Vito Tourer 119 CDI BlueTEC kompakt Base 7G-
TRONIC PLUS (447)",140.0,Mercedes,42519,23850,21700,19500,,,,
3976,Vito Kombi 126 kompakt Automatik (639),190.0,Mercedes,45982,,,,17350,14850,13700,12150
3977,Vito Mixto 126 kompakt Automatik (639),190.0,Mercedes,43697,,,,18900,16700,14700,12500
3978,Vito Kombi 110 CDI kompakt Crew (639),70.0,Mercedes,26370,,,,12750,11350,10300,9250
3979,Vito Mixto 110 CDI kompakt (639),70.0,Mercedes,29643,,,,12800,11300,9950,8475
3980,Vito Kombi 113 CDI kompakt Crew (639),100.0,Mercedes,28346,,,,13400,12400,11350,10050
3981,Vito Mixto 113 CDI kompakt (639),100.0,Mercedes,32213,,,,13900,12300,10800,9175
3982,Vito Kombi 116 CDI kompakt (639),120.0,Mercedes,35783,,,,15600,14100,12950,11450
3983,Vito Kombi 116 CDI kompakt 4MATIC (639),120.0,Mercedes,41944,,,,18500,16550,14900,13250
3984,Vito Mixto 116 CDI kompakt (639),120.0,Mercedes,33499,,,,14450,12750,11200,9550
3985,Vito Kombi 122 CDI kompakt Automatik (639),165.0,Mercedes,43054,,,,18400,15850,14500,12850
3986,Vito Mixto 122 CDI kompakt Automatik (639),165.0,Mercedes,40781,,,,17600,15550,13650,11650
3987,Marco Polo Activity 160 d (447),65.0,Mercedes,41412,,26500,,,,,
3988,Marco Polo Activity 180 d Edition (447),84.0,Mercedes,41591,,30400,,,,,
3989,Marco Polo Horizon 200 d (447),100.0,Mercedes,52622,,,,,,,
3990,"Marco Polo Horizon 200 d BlueEFFICIENCY 4MATIC
7G-TRONIC PLUS (447)",100.0,Mercedes,59245,,,,,,,
3991,Marco Polo Activity 200 d (447),100.0,Mercedes,45886,,29050,,,,,
3992,"Marco Polo Activity 200 d BlueEFFICIENCY 4MATIC
7G-TRONIC PLUS (447)",100.0,Mercedes,52510,,33250,,,,,
3993,Marco Polo Horizon 220 d (447),120.0,Mercedes,53669,,,,,,,
3994,"Marco Polo Horizon 220 d BlueEFFICIENCY 4MATIC
7G-TRONIC PLUS (447)",120.0,Mercedes,60293,,,,,,,
3995,"Marco Polo Activity 220 d BlueEFFICIENCY Edition
(447)",120.0,Mercedes,45315,,32900,,,,,
3996,"Marco Polo Activity 220 d BlueEFFICIENCY Edition
4MATIC 7G-TRONIC PLUS (447)",120.0,Mercedes,51423,,37050,,,,,
3997,"Marco Polo Horizon 250 d BlueEFFICIENCY Edition
4MATIC 7G-TRONIC PLUS (447)",140.0,Mercedes,61048,,,,,,,
3998,"Marco Polo Horizon 250 d BlueEFFICIENCY Edition
7G-TRONIC PLUS (447)",140.0,Mercedes,57001,,,,,,,
3999,"Marco Polo Activity 250 d BlueEFFICIENCY Edition
4MATIC 7G-TRONIC PLUS (447)",140.0,Mercedes,53206,,38600,,,,,
4000,Marco Polo Activity 250 d BlueEFFICIENCY Edition 7G-,140.0,Mercedes,49159,,35850,,,,,
4001,Marco Polo 200 CDI (447),100.0,Mercedes,54835,,,31750,28800,,,
4002,Marco Polo 200 d (447),100.0,Mercedes,57239,,35900,,,,,
4003,"Marco Polo 200 d BlueEFFICIENCY 4MATIC 7G-
TRONIC PLUS (447)",100.0,Mercedes,63863,,40050,,,,,
4004,Marco Polo 220 CDI (447),120.0,Mercedes,55847,,,32350,29350,,,
4005,Marco Polo 220 d (447),120.0,Mercedes,58286,,36550,,,,,
4006,"Marco Polo 220 d BlueEFFICIENCY Edition 4MATIC
7G-TRONIC PLUS (447)",120.0,Mercedes,63997,,43250,,,,,
4007,"Marco Polo 250 d BlueEFFICIENCY 4MATIC 7G-
TRONIC PLUS (447)",140.0,Mercedes,66760,,41850,,,,,
4008,"Marco Polo 250 d BlueEFFICIENCY 7G-TRONIC PLUS
(447)",140.0,Mercedes,62713,,39350,,,,,
4009,V 200 CDI kompakt (447),100.0,Mercedes,42031,,,23900,,,,
4010,V 200 d kompakt Rise (447),100.0,Mercedes,34990,24050,,,,,,
4011,V 220 CDI kompakt (447),120.0,Mercedes,43042,,,24750,,,,
4012,V 220 d kompakt Rise (447),120.0,Mercedes,36485,25400,,,,,,
4013,"V 250 BlueTEC kompakt 4MATIC 7G-TRONIC PLUS
(447)",140.0,Mercedes,54569,35500,32600,29350,,,,
4014,V 250 BlueTEC kompakt 7G-TRONIC PLUS (447),140.0,Mercedes,50480,32800,30150,27150,,,,
4015,X-Klasse 220 d Pure (470),120.0,Mercedes,37295,25100,,,,,,
4016,X-Klasse 220 d Pure 4MATIC (470),120.0,Mercedes,39115,26350,,,,,,
4017,X-Klasse 250 d Progressive Edition (470),140.0,Mercedes,37990,26850,,,,,,
4018,One First (F56),55.0,MINI,16400,12200,10900,9725,8750,,,
4019,One (F56),75.0,MINI,18200,12750,11350,10150,9150,,,
4020,Cooper (F56),100.0,MINI,20500,14700,13150,11750,10600,,,
4021,Cooper S (F56),141.0,MINI,24750,18950,16900,15100,13600,,,
4022,One D (F56),70.0,MINI,20250,12750,11400,10200,9250,,,
4023,Cooper D (F56),85.0,MINI,22350,14050,12550,11200,10300,,,
4024,Cooper SD (F56),125.0,MINI,28050,17350,15500,13850,12600,,,
4025,John Cooper Works,170.0,MINI,30700,21550,19250,17200,,,,
4026,One (R56),55.0,MINI,15650,,,,,7300,6525,5800
4027,One Minimalist,55.0,MINI,16100,,,,8450,7500,6700,5950
4028,One (R56),72.0,MINI,16900,,,,,7875,7025,6250
4029,One Minimalist,72.0,MINI,17350,,,,9075,8075,7200,6425
4030,Cooper (R56),90.0,MINI,19600,,,,,9175,8200,7200
4031,Cooper S (R56),135.0,MINI,23750,,,,12100,10750,9575,8525
4032,One D (R56),66.0,MINI,18550,,,,8925,7900,7000,6200
4033,Cooper D (R56),82.0,MINI,21350,,,,10250,9175,8100,7200
4034,Cooper D Automatic (R56),82.0,MINI,22890,,,,11000,9825,8700,7725
4035,Cooper SD (R56),105.0,MINI,24750,,,,11950,10700,9475,8300
4036,John Cooper Works,155.0,MINI,31350,,,,15800,14000,12500,11000
4037,One First (F55),55.0,MINI,17350,12900,11500,10250,,,,
4038,One (F55),75.0,MINI,19150,13400,11950,10650,9625,,,
4039,Cooper (F55),100.0,MINI,21450,15400,13750,12300,11050,,,
4040,Cooper S (F55),141.0,MINI,25700,19600,17500,15650,14100,,,
4041,One D (F55),70.0,MINI,21200,13350,11900,10650,9675,,,
4042,Cooper D (F55),85.0,MINI,23300,14650,13100,11700,10700,,,
4043,Cooper SD (F55),125.0,MINI,29000,18000,16050,14350,13050,,,
4044,Cabrio One (F57),75.0,MINI,22500,16550,14800,,,,,
4045,Cabrio Cooper (F57),100.0,MINI,24600,17850,16550,15450,,,,
4046,Cabrio Cooper S,141.0,MINI,28600,21800,19500,17400,,,,
4047,Cabrio Cooper D (F57),85.0,MINI,26600,17550,15700,14000,,,,
