,model,kw,mark,new,2018,2017,2016,2015,2014,2013,2012
3307,2 SKYACTIV-G 75 Prime-Line (DJ1),55,Mazda,12890,9550,8700,8000,6750,6050,,
3308,2 SKYACTIV-G 90 Center-Line (DJ1),66,Mazda,15590,11400,10500,9375,8200,7375,,
3309,2 SKYACTIV-G 115 i-ELOOP Sports-Line (DJ1),85,Mazda,19290,14450,12900,11500,9700,8725,,
3310,2 SKYACTIV-D 105 Center-Line (DJ1),77,Mazda,17690,12050,10750,9600,8400,7550,,
3311,3 2.0 DISI i-stop Edition (BL),110,Mazda,22090,,,,,,8275,7175
3312,3 1.6 CD Center-Line (BL),85,Mazda,21590,,,,,,7625,6550
3313,3 2.2 CD Edition (BL),110,Mazda,24790,,,,,,8575,7450
3314,3 2.2 CD Sports-Line (BL),136,Mazda,27690,,,,,,9425,8300
3315,3 1.6 Center-Line Automatik (BL),77,Mazda,19490,,,,,,7300,6525
3316,3 2.0 DISI i-stop Edition (BL),110,Mazda,22590,,,,,,8450,7350
3317,3 SKYACTIV-G 100 Prime-Line (BM),74,Mazda,17490,,,,9375,8475,7675,
3318,3 SKYACTIV-G 100 Prime-Line (BM),74,Mazda,18190,12650,11300,,,,,
3319,3 SKYACTIV-G 120 Center-Line (BM),88,Mazda,20490,,,,11400,10350,9300,
3320,3 SKYACTIV-G 120 Center-Line (BM),88,Mazda,21290,14350,13350,,,,,
3321,3 SKYACTIV-G 165 i-ELOOP Center-Line (BM),121,Mazda,22490,,,,12250,11100,10100,
3322,3 SKYACTIV-G 165 i-ELOOP Exclusive-Line (BM),121,Mazda,25190,17300,16100,,,,,
3323,3 SKYACTIV-D 105 Center-Line (BM),77,Mazda,23190,,,12450,,,,
3324,3 SKYACTIV-D 105 Center-Line (BM),77,Mazda,23690,15150,14500,,,,,
3325,3 SKYACTIV-D 150 Center-Line (BM),110,Mazda,24790,,,12950,11900,10900,9925,
3326,3 SKYACTIV-D 150 Exclusive-Line (BM),110,Mazda,27290,16750,15850,,,,,
3327,3 SKYACTIV-G 120 Center-Line (BM),88,Mazda,20990,,,,11650,10650,9725,
3328,3 SKYACTIV-G 120 Center-Line (BM),88,Mazda,21790,14700,13650,,,,,
3329,3 SKYACTIV-D 105 Center-Line (BM),77,Mazda,23690,,,12700,,,,
3330,3 SKYACTIV-D 105 Center-Line (BM),77,Mazda,24190,15450,14800,,,,,
3331,3 SKYACTIV-D 150 Center-Line (BM),110,Mazda,25290,,,13250,12150,11150,10150,
3332,3 SKYACTIV-D 150 Exclusive-Line (BM),110,Mazda,27790,17050,16150,,,,,
3333,3 MPS  (BL),191,Mazda,28390,,,,,,12850,11300
3334,5 1.8 Prime-Line (CW),85,Mazda,20690,,,,,,8100,7075
3335,5 2.0 Center-Line Activematic (CW),106,Mazda,26830,,,,,,11050,9675
3336,5 2.0 DISI i-stop Center-Line (CW),110,Mazda,24390,,,,,,9750,8575
3337,5 1.6 CD Prime-Line (CW),85,Mazda,22990,,,,,,8325,7200
3338,6 Sport 2.0 DISI Center-Line (GH),114,Mazda,26390,,,,,,9075,7850
3339,6 Sport 2.5 Sports-Line (GH),125,Mazda,31290,,,,,,10450,9050
3340,6 Sport 2.2 CD Prime-Line (GH),95,Mazda,25690,,,,,,8200,7100
3341,6 Sport 2.2 CD Center-Line (GH),120,Mazda,28290,,,,,,9275,8025
3342,6 Sport 2.2 CD Sports-Line (GH),132,Mazda,33190,,,,,,10750,9325
3343,6 2.0 DISI Center-Line (GH),114,Mazda,25890,,,,,,8900,7700
3344,6 Sport Kombi 2.0 DISI Center-Line (GH),114,Mazda,26990,,,,,,9200,7950
3345,6 Sport Kombi 2.5 Sports-Line (GH),125,Mazda,31890,,,,,,11100,9575
3346,6 Sport Kombi 2.2 CD Prime-Line (GH),95,Mazda,26290,,,,,,8450,7300
3347,6 Sport Kombi 2.2 CD Center-Line (GH),120,Mazda,28890,,,,,,9175,7850
3348,6 Sport Kombi 2.2 CD Sports-Line (GH),132,Mazda,33790,,,,,,10900,9475
3349,6 2.0 SKYACTIV-G 145 Prime-Line (GJ),107,Mazda,24990,,,,12750,12100,10800,
3350,6 SKYACTIV-G 145 i-ELOOP Prime-Line (GJ),107,Mazda,26190,16950,15150,13500,12100,,,
3351,6 SKYACTIV-G 145 Prime-Line (GJ),107,Mazda,28590,18950,,,,,,
3352,6 2.0 SKYACTIV-G 165 Center-Line (GJ),121,Mazda,28490,,,,14400,13100,11950,
3353,6 2.0 SKYACTIV-G 165 i-ELOOP Sports-Line (GJ),121,Mazda,33190,,,,16600,15100,13750,
3354,6 SKYACTIV-G 165 Exclusive-Line (GJ),121,Mazda,31690,20750,18550,16900,15100,,,
3355,6 SKYACTIV-G 165 Exclusive-Line (GJ),121,Mazda,33990,22000,,,,,,
3356,6 2.5 SKYACTIV-G 192 i-ELOOP Sports-Line,141,Mazda,36090,,,,16750,14950,14050,
3357,6 SKYACTIV-G 192 i-ELOOP Sports-Line SKYACTIV-,141,Mazda,37690,24100,21500,19200,17150,,,
3358,6 2.2 SKYACTIV-D 150 i-ELOOP Prime-Line (GJ),110,Mazda,28490,,,,12400,11300,10300,
3359,6 SKYACTIV-D 150 i-ELOOP Prime-Line (GJ),110,Mazda,29690,16800,15000,14400,12850,,,
3360,6 SKYACTIV-D 150 Center-Line (GJ),110,Mazda,34490,20150,,,,,,
3361,6 2.2 SKYACTIV-D 175 i-ELOOP Sports-Line (GJ),129,Mazda,36190,,,,15250,13450,11700,
3362,6 SKYACTIV-D 175 i-ELOOP Sports-Line (GJ),129,Mazda,37790,21900,19550,18500,16500,,,
3363,6 SKYACTIV-D 184 Sports-Line (GJ),135,Mazda,40090,25750,,,,,,
3364,6 Kombi 2.0 SKYACTIV-G 145 Prime-Line (GJ),107,Mazda,24990,,,,13050,12350,11050,
3365,6 Kombi SKYACTIV-G 145 i-ELOOP Prime-Line (GJ),107,Mazda,26190,17050,15200,14150,12900,,,
3366,6 Kombi SKYACTIV-G 145 Prime-Line (GJ),107,Mazda,28590,19050,,,,,,
3367,6 Kombi 2.0 SKYACTIV-G 165 Center-Line (GJ),121,Mazda,28490,,,,14700,13400,12200,
3368,6 Kombi 2.0 SKYACTIV-G 165 i-ELOOP Sports-Line,121,Mazda,33190,,,,16900,15400,14050,
3369,6 Kombi SKYACTIV-G 165 Exclusive-Line (GJ),121,Mazda,31690,21350,19450,17900,15100,,,
3370,6 Kombi SKYACTIV-G 165 Exclusive-Line (GJ),121,Mazda,33990,22100,,,,,,
3371,6 Kombi 2.5 SKYACTIV-G 192 i-ELOOP Sports-Line,141,Mazda,36090,,,,17900,16400,14800,
3372,6 Kombi SKYACTIV-G 192 i-ELOOP Sports-Line,141,Mazda,37690,24400,21750,20050,17900,,,
3373,6 Kombi 2.2 SKYACTIV-D 150 i-ELOOP Prime-Line,110,Mazda,28490,,,,12050,10650,9525,
3374,6 Kombi SKYACTIV-D 150 i-ELOOP Nakama AWD,110,Mazda,36590,,19850,17550,,,,
3375,6 Kombi SKYACTIV-D 150 i-ELOOP Prime-Line (GJ),110,Mazda,29690,17700,15800,14000,12500,,,
3376,6 Kombi SKYACTIV-D 150 Center-Line (GJ),110,Mazda,34490,20250,,,,,,
3377,6 Kombi SKYACTIV-D 150 Exclusive-Line AWD (GJ),110,Mazda,38490,22400,,,,,,
3378,6 Kombi 2.2 SKYACTIV-D 175 i-ELOOP Sports-Line,129,Mazda,36190,,,,15300,13500,11850,
3379,6 Kombi SKYACTIV-D 175 i-ELOOP Sports-Line (GJ),129,Mazda,37790,23300,20800,18050,16100,,,
3380,6 Kombi SKYACTIV-D 175 i-ELOOP Sports-Line,129,Mazda,43590,25900,22250,20050,18800,,,
3381,6 Kombi SKYACTIV-D 184 Sports-Line (GJ),135,Mazda,40090,27300,,,,,,
3382,6 Kombi SKYACTIV-D 184 Sports-Line AWD,135,Mazda,43990,30250,,,,,,
3383,BT-50 XL-Cab Midlands (BT-50),105,Mazda,27290,,,,,,12200,11150
3384,CX-3 SKYACTIV-G 121 Prime-Line (DJ1),89,Mazda,18490,13400,,,,,,
3385,CX-3 SKYACTIV-G 150 Exclusive-Line AWD (DJ1),110,Mazda,26090,18000,,,,,,
3386,CX-3 SKYACTIV-D 115 Center-Line (DJ1),85,Mazda,23090,15400,,,,,,
3387,CX-3 SKYACTIV-D 115 Sports-Line AWD (DJ1),85,Mazda,28880,19300,,,,,,
3388,CX-3 SKYACTIV-G 120 Prime-Line (DK),88,Mazda,17990,13400,12200,11350,9925,,,
3389,CX-3 SKYACTIV-G 150 i-ELOOP Exclusive-Line,110,Mazda,24990,17950,16050,15050,13350,,,
3390,CX-3 SKYACTIV-D 105 Center-Line (DK),77,Mazda,21990,14650,13100,12150,11150,,,
3391,CX-3 SKYACTIV-D 105 Sports-Line AWD (DK),77,Mazda,27090,18050,16100,15000,13750,,,
3392,CX-5 2.0 SKYACTIV-G 160 Center-Line AWD (GH),118,Mazda,28990,,,,14800,13900,13300,11500
3393,CX-5 SKYACTIV-G 160 Exclusive-Line AWD (GH),118,Mazda,31890,,20000,18300,16050,,,
3394,CX-5 2.0 SKYACTIV-G 165 Prime-Line (GH),121,Mazda,23990,,,,12850,11800,10750,9675
3395,CX-5 SKYACTIV-G 165 Prime-Line (GH),121,Mazda,24790,,16000,14250,13000,,,
3396,CX-5 SKYACTIV-G 192 i-ELOOP Sports-Line AWD,141,Mazda,37490,,23350,21100,19250,,,
3397,CX-5 2.2 SKYACTIV-D 150 Center-Line AWD (GH),110,Mazda,31090,,,,14550,12650,11300,10400
3398,CX-5 2.2 SKYACTIV-D 150 Prime-Line (GH),110,Mazda,26090,,,,12550,10900,9725,8975
3399,CX-5 SKYACTIV-D 150 Exclusive-Line AWD (GH),110,Mazda,33990,,19450,17400,15550,,,
3400,CX-5 SKYACTIV-D 150 Prime-Line (GH),110,Mazda,26890,,15350,13750,12300,,,
3401,CX-5 2.2 SKYACTIV-D 175 Sports-Line AWD (GH),129,Mazda,36290,,,,15900,13800,12800,11200
3402,CX-5 SKYACTIV-D 175 Sports-Line AWD (GH),129,Mazda,37590,,21700,19350,16250,,,
3403,CX-5 SKYACTIV-G 160 Exclusive-Line AWD (KF),118,Mazda,32390,22700,20250,,,,,
3404,CX-5 SKYACTIV-G 165 Exclusive-Line AWD (KF),121,Mazda,33690,23300,,,,,,
3405,CX-5 SKYACTIV-G 165 Prime-Line (KF),121,Mazda,25190,18100,16150,,,,,
3406,CX-5 SKYACTIV-D 150 Exclusive-Line AWD (KF),110,Mazda,34590,22850,20000,,,,,
3407,CX-5 SKYACTIV-D 150 Prime-Line (KF),110,Mazda,27390,18100,15800,,,,,
3408,CX-5 SKYACTIV-D 175 Sports-Line AWD (KF),129,Mazda,38390,25600,22850,,,,,
3409,CX-5 SKYACTIV-D 184 Sports-Line AWD (KF),135,Mazda,40390,25950,,,,,,
3410,CX-7 2.3 DISI Turbo Exclusive-Line (ER),191,Mazda,37890,,,,,,13350,11350
3411,CX-7 2.2 CD Prime-Line (ER),127,Mazda,31590,,,,,,10450,8950
3412,MX-5 Roadster-Coupe 1.8 Center-Line (NC),93,Mazda,24990,,,,,,11300,10400
3413,MX-5 1.8 Center-Line (NC),93,Mazda,22590,,,,,,10250,9425
3414,MX-5 Roadster-Coupe 2.0 Center-Line Activematic,118,Mazda,26990,,,,,,11450,10650
3415,MX-5 2.0 Sports-Line (NC),118,Mazda,27190,,,,,,11600,10750
3416,MX-5 RF SKYACTIV-G 131 Exclusive-Line (ND),96,Mazda,28490,19550,17800,,,,,
3417,MX-5 RF SKYACTIV-G 132 Exclusive-Line (ND),97,Mazda,29790,20100,,,,,,
3418,MX-5 RF SKYACTIV-G 160 Exclusive-Line (ND),118,Mazda,29890,,18500,17150,,,,
3419,MX-5 RF SKYACTIV-G 184 Exclusive-Line (ND),135,Mazda,31290,21800,,,,,,
3420,MX-5 SKYACTIV-G 131 Prime-Line (ND),96,Mazda,22990,15400,14050,13100,12200,,,
3421,MX-5 SKYACTIV-G 132 Prime-Line (ND),97,Mazda,23590,15650,,,,,,
3422,MX-5 SKYACTIV-G 160 Exclusive-Line (ND),118,Mazda,27190,,16400,15200,14050,,,
3423,MX-5 SKYACTIV-G 184 Exclusive-Line (ND),135,Mazda,28690,19450,,,,,,
3424,A 160  (176),75,Mercedes,24681,16050,14200,12800,12350,,,
3425,A 180  (176),90,Mercedes,24514,,,,12300,11400,11250,10500
3426,A 180 BlueEFFICIENCY Edition  (176),90,Mercedes,24990,,,,12600,11750,11500,
3427,A 180  (176),90,Mercedes,25930,16100,14100,13400,12650,,,
3428,A 180 BlueEFFICIENCY Edition  (176),90,Mercedes,26406,16450,14350,13650,12900,,,
3429,A 200  (176),115,Mercedes,27727,,,,14750,13250,12700,11800
3430,A 200  (176),115,Mercedes,28905,18450,16100,15350,14450,,,
3431,A 220 4MATIC 7G-DCT (176),135,Mercedes,33427,22250,20050,18300,16600,,,
3432,A 220 4MATIC 7G-DCT (176),135,Mercedes,32338,,,,16000,14800,,
3433,A 250 4MATIC 7G-DCT (176),155,Mercedes,36414,,,,19250,17750,17100,
3434,A 250 7G-DCT (176),155,Mercedes,34213,,,,18150,16750,16150,15100
3435,A 250 Sport 4MATIC 7G-DCT (176),155,Mercedes,37568,25500,22800,20750,19550,,,
3436,A 250 Sport 7G-DCT (176),155,Mercedes,38497,,,,20700,19050,18300,17100
3437,A 250  (176),155,Mercedes,33284,22550,20150,18350,17250,,,
3438,A 250 Sport  (176),160,Mercedes,37086,25650,22900,20900,19650,,,
3439,A 250 Sport 4MATIC 7G-DCT (176),160,Mercedes,41370,28650,25550,23300,21950,,,
3440,A 160 CDI  (176),66,Mercedes,26002,,,,11550,10850,10100,
3441,A 160 d  (176),66,Mercedes,26240,,,,11700,,,
3442,A 180 CDI  (176),80,Mercedes,26954,,,,11850,11200,10400,9575
3443,A 180 CDI 7G-DCT (176),80,Mercedes,29000,,,,,,11250,10350
3444,A 180 CDI BlueEFFICIENCY Edition  (176),80,Mercedes,27430,,,,12050,11400,10650,
3445,A 180 d  (176),80,Mercedes,27192,,,,11950,,,
3446,A 180 d BlueEFFICIENCY Edition  (176),80,Mercedes,28846,16100,14350,12850,12200,,,
3447,A 200 CDI  (176),100,Mercedes,28144,,,,,12850,12000,11150
3448,A 200 CDI  (176),100,Mercedes,28501,,,,13750,13000,,
3449,A 200 CDI 4MATIC 7G-DCT (176),100,Mercedes,32874,,,,15950,15100,,
3450,A 200 d  (176),100,Mercedes,29679,17450,15550,14200,13800,,,
3451,A 200 d 4MATIC 7G-DCT (176),100,Mercedes,33963,20200,18050,16450,15950,,,
3452,A 220 CDI 4MATIC 7G-DCT (176),125,Mercedes,36652,,,,17200,16200,,
3453,A 220 CDI 7G-DCT (176),125,Mercedes,34451,,,,16450,15050,14300,13150
3454,A 220 d 4MATIC 7G-DCT (176),130,Mercedes,37747,22200,20000,18250,17500,,,
3455,A 220 d 7G-DCT (176),130,Mercedes,35545,20700,18650,17000,16300,,,
3456,A 45 AMG 4MATIC SPEEDSHIFT DCT 7G-TRONIC,265,Mercedes,50159,,,,25550,24450,23700,
3457,A 45 AMG 4MATIC SPEEDSHIFT DCT 7G-TRONIC,280,Mercedes,51527,35100,31000,27950,26600,,,
3458,AMG GT Coupé SPEEDSHIFT DCT (190),340,Mercedes,116382,,68450,64050,60150,,,
3459,AMG GT Coupé SPEEDSHIFT DCT (190),350,Mercedes,117756,76200,69450,,,,,
3460,AMG GT Coupé SPEEDSHIFT DCT (190),350,Mercedes,117935,76300,,,,,,
3461,AMG GT S Coupé SPEEDSHIFT DCT (190),375,Mercedes,135303,,78900,71600,67300,63300,,
3462,AMG GT S Coupé SPEEDSHIFT DCT (190),384,Mercedes,136677,88750,80100,,,,,
3463,AMG GT S Coupé SPEEDSHIFT DCT (190),384,Mercedes,136856,88850,,,,,,
3464,AMG GT C Coupé SPEEDSHIFT DCT (190),410,Mercedes,149464,112550,104800,,,,,
3465,AMG GT C Coupé SPEEDSHIFT DCT (190),410,Mercedes,149643,112700,,,,,,
3466,AMG GT R Coupé SPEEDSHIFT DCT (190),430,Mercedes,166481,128200,116800,104300,,,,
3467,AMG GT R Coupé SPEEDSHIFT DCT (190),430,Mercedes,166660,128350,,,,,,
3468,AMG GT Roadster SPEEDSHIFT DCT (190),350,Mercedes,129656,93400,86900,78900,,,,
3469,AMG GT Roadster SPEEDSHIFT DCT (190),350,Mercedes,129835,93550,,,,,,
3470,AMG GT S Roadster SPEEDSHIFT DCT (190),384,Mercedes,148756,109800,,,,,,
3471,AMG GT C Roadster SPEEDSHIFT DCT (190),410,Mercedes,161364,115850,104550,95250,,,,
3472,AMG GT C Roadster SPEEDSHIFT DCT (190),410,Mercedes,161543,116000,,,,,,
3473,AMG GT 43 4MATIC+ Coupé 4-Türer SPEEDSHIFT,286,Mercedes,95260,70350,,,,,,
3474,AMG GT 53 4MATIC+ Coupé 4-Türer SPEEDSHIFT,336,Mercedes,109183,80350,,,,,,
3475,AMG GT 63 4MATIC+ Coupé 4-Türer SPEEDSHIFT,430,Mercedes,150119,110050,,,,,,
3476,B 250 e  (242),132,Mercedes,39151,,22150,19750,17850,,,
3477,B-Klasse Electric Drive  (242),132,Mercedes,39151,,,,17850,15950,,
3478,B 160  (246),75,Mercedes,26638,17200,15350,13700,12250,,,
3479,B 180  (246),90,Mercedes,26835,,,,,12800,11250,9875
3480,B 180  (246),90,Mercedes,27858,17450,15600,13900,13200,11750,,
3481,B 180 BlueEFFICIENCY Edition  (246),90,Mercedes,28334,17750,15850,14150,13400,11950,,
3482,B 200  (246),115,Mercedes,28768,,,,,13400,12000,10500
3483,B 200  (246),115,Mercedes,29554,19100,17200,15350,14150,12600,,
3484,B 220 4MATIC 7G-DCT (246),135,Mercedes,33380,,,,,14500,12800,
3485,B 220 4MATIC 7G-DCT (246),135,Mercedes,34076,22250,20250,18100,16150,14450,,
3486,B 250 7G-DCT (246),155,Mercedes,34867,,,,,15250,13400,11750
3487,B 250  (246),155,Mercedes,33487,22000,19900,18150,16200,15200,,
3488,B 250 4MATIC 7G-DCT (246),155,Mercedes,37771,24800,21950,20000,17850,15950,,
3489,B 160 CDI  (246),66,Mercedes,27459,,,,,10650,9250,
3490,B 160 CDI  (246),66,Mercedes,27906,,,,12000,10700,,
3491,B 160 d  (246),66,Mercedes,28423,16900,15100,13500,12050,,,
3492,B 180 CDI  (246),80,Mercedes,30428,,,,,,10100,8075
3493,B 180 CDI  (246),80,Mercedes,28411,,,,,10800,9375,
3494,B 180 CDI BlueEFFICIENCY Edition  (246),80,Mercedes,28887,,,,,10950,9550,
3495,B 180 CDI  (246),80,Mercedes,28858,,,,12000,10750,,
3496,B 180 d  (246),80,Mercedes,29375,16250,14800,13250,12050,,,
3497,B 180 d BlueEFFICIENCY Edition  (246),80,Mercedes,29851,16550,15050,13450,12250,,,
3498,B 200 CDI BlueEFFICIENCY  (246),100,Mercedes,30643,,,,,13000,11350,9825
3499,B 200 CDI  (246),100,Mercedes,31089,,,,14000,12750,,
3500,B 200 CDI 4MATIC 7G-DCT (246),100,Mercedes,35462,,,,15800,14350,,
3501,B 200 d  (246),100,Mercedes,34397,19800,16300,14700,14050,,,
3502,B 200 d 4MATIC 7G-DCT (246),100,Mercedes,36598,21100,18350,16550,15850,,,
3503,B 220 CDI 7G-DCT (246),125,Mercedes,35760,,,,,13950,12100,10500
3504,B 220 d 4MATIC 7G-DCT (246),125,Mercedes,39419,23100,,,,,,
3505,B 220 d 7G-DCT (246),125,Mercedes,37217,21800,,,,,,
3506,B 220 CDI 4MATIC 7G-DCT (246),130,Mercedes,38229,,,,16050,14300,,
3507,B 220 CDI 7G-DCT (246),130,Mercedes,36027,,,,15300,13700,,
3508,B 220 d 4MATIC 7G-DCT (246),130,Mercedes,38723,22700,20000,17850,16100,,,
3509,B 220 d 7G-DCT (246),130,Mercedes,36521,21400,19100,17050,15350,,,
3510,B 200 Natural Gas Drive  (246),115,Mercedes,32368,,,,,13750,12050,10600
3511,B 200 c  (246),115,Mercedes,33421,,19100,17050,15400,,,
3512,B 200 Natural Gas Drive  (246),115,Mercedes,32904,,,,15350,14050,,
3513,Citan Tourer lang 112 Edition (415),84,Mercedes,19990,,,,10800,,,
3514,Citan Tourer lang 108 CDI Crew (415),55,Mercedes,17243,,,,8725,7800,,
3515,Citan Tourer extralang 109 CDI Crew (415),66,Mercedes,19028,,,9075,8100,7250,,
3516,Citan Tourer extralang 111 CDI Edition (415),81,Mercedes,22990,,,,10200,,,
3517,Citan Tourer lang 111 CDI Edition (415),81,Mercedes,21990,,,,9450,,,
3518,C 180 BlueEFFICIENCY Classic (204),115,Mercedes,33052,,,,,,11750,10600
3519,C 200 BlueEFFICIENCY Classic (204),135,Mercedes,35402,,,,,,12950,11700
3520,C 250 BlueEFFICIENCY Classic 7G-TRONIC PLUS,150,Mercedes,40043,,,,,,14800,13350
3521,C 350 BlueEFFICIENCY Avantgarde 4MATIC 7G-,225,Mercedes,49682,,,,,,18950,17650
3522,C 350 BlueEFFICIENCY Avantgarde 7G-TRONIC,225,Mercedes,47302,,,,,,17650,16250
3523,C 180 CDI BlueEFFICIENCY Classic (204),88,Mercedes,33350,,,,,,11300,10000
3524,C 200 CDI BlueEFFICIENCY Classic (204),100,Mercedes,35283,,,,,,10950,9675
3525,C 220 CDI BlueEFFICIENCY Edition Classic (204),125,Mercedes,37544,,,,,,11100,9825
3526,C 250 CDI BlueEFFICIENCY Classic (204),150,Mercedes,39805,,,,,,12700,11450
3527,C 250 CDI BlueEFFICIENCY Classic 4MATIC 7G-,150,Mercedes,44565,,,,,,13900,12400
3528,C 300 CDI BlueEFFICIENCY Avantgarde 4MATIC 7G-,170,Mercedes,48314,,,,,,16500,14300
3529,C 350 CDI BlueEFFICIENCY Avantgarde 7G-TRONIC,195,Mercedes,48314,,,,,,18200,15950
3530,C 180 BlueEFFICIENCY T-Modell Classic (204),115,Mercedes,34718,,,,,,12500,11300
3531,C 200 T-Modell Classic (204),135,Mercedes,37307,,,,,15700,13750,12400
3532,C 250 T-Modell Classic 7G-TRONIC PLUS (204),150,Mercedes,41948,,,,,18350,15650,14400
3533,C 350 T-Modell Avantgarde 7G-TRONIC PLUS (204),225,Mercedes,49207,,,,,23600,20550,19300
3534,C 180 CDI T-Modell Classic (204),88,Mercedes,35254,,,,,12250,10550,9350
3535,C 200 CDI T-Modell Classic (204),100,Mercedes,37188,,,,,12400,10700,9475
3536,C 220 CDI T-Modell BlueEFFICIENCY Edition Classic,125,Mercedes,39449,,,,,13300,11000,9950
3537,C 220 CDI T-Modell Classic 4MATIC 7G-TRONIC,125,Mercedes,44209,,,,,16150,13900,
3538,C 250 CDI T-Modell Classic (204),150,Mercedes,41710,,,,,14150,12200,10900
3539,C 300 CDI T-Modell Avantgarde 4MATIC 7G-TRONIC,170,Mercedes,50218,,,,,18800,16200,14350
3540,C 350 CDI T-Modell Avantgarde 7G-TRONIC PLUS,195,Mercedes,50218,,,,,18850,16450,14450
3541,C 180 Coupé  (204),115,Mercedes,33885,,,,,,12750,11350
3542,C 200 Coupé  (204),135,Mercedes,37485,,,,17300,15750,14150,12800
3543,C 250 Coupé 7G-TRONIC PLUS (204),150,Mercedes,42245,,,,18850,16900,15100,14000
3544,C 350 Coupé 7G-TRONIC PLUS (204),225,Mercedes,48671,,,,22450,19950,17950,16400
3545,C 220 CDI BlueEFFICIENCY Edition Coupé  (204),125,Mercedes,38526,,,,15200,13850,12350,11250
3546,C 220 CDI Coupé  (204),125,Mercedes,38526,,,,15050,13750,12200,11150
3547,C 250 CDI Coupé  (204),150,Mercedes,42245,,,,16050,14850,13250,12350
3548,C 63 AMG Edition 507 SPEEDSHIFT MCT 7G-,373,Mercedes,83836,,,,,,36050,
3549,C 63 AMG Editon 507 T-Modell SPEEDSHIFT PLUS,373,Mercedes,86394,,,,,39500,37600,
3550,C 63 AMG Coupé SPEEDSHIFT MCT 7G-TRONIC,336,Mercedes,73959,,,,36900,33350,30000,27900
3551,C 63 AMG Edition 507 Coupé SPEEDSHIFT MCT 7G-,373,Mercedes,85561,,,,44450,38600,34750,
3552,C 160  (205),95,Mercedes,31868,19700,18150,16200,15350,,,
3553,C 160  (205),95,Mercedes,32993,19950,,,,,,
3554,C 180  (205),115,Mercedes,33861,19200,17150,16400,15850,15050,,
3555,C 180  (205),115,Mercedes,34986,19250,,,,,,
3556,C 200  (205),135,Mercedes,36747,21350,19050,18100,17850,16400,,
3557,C 200 4MATIC 7G-TRONIC PLUS (205),135,Mercedes,41626,24250,22100,20750,19450,,,
3558,C 200 4MATIC 9G-TRONIC (205),135,Mercedes,42667,25650,,,,,,
3559,C 200 9G-TRONIC (205),135,Mercedes,40287,23500,,,,,,
3560,C 250 7G-TRONIC PLUS (205),155,Mercedes,41269,24750,22100,21000,20700,19200,,
3561,C 300 Avantgarde 7G-TRONIC PLUS (205),180,Mercedes,43887,26500,24150,22450,20500,,,
3562,C 300 Avantgarde 9G-TRONIC (205),190,Mercedes,43982,28300,,,,,,
3563,C 400 Avantgarde 4MATIC 7G-TRONIC PLUS (205),245,Mercedes,52574,30900,28400,27800,26350,23500,,
3564,C 400 Avantgarde 4MATIC 9G-TRONIC (205),245,Mercedes,54193,33200,,,,,,
3565,C 450 AMG 4MATIC 7G-TRONIC PLUS (205),270,Mercedes,60065,,,31600,30550,,,
3566,C 180 BlueTEC  (205),85,Mercedes,34064,,,,15450,13650,,
3567,C 180 d  (205),85,Mercedes,34248,20250,18100,16300,15450,,,
3568,C 180 d  (205),90,Mercedes,35373,23000,,,,,,
3569,C 200 BlueTEC  (205),100,Mercedes,36444,,,,16350,14150,,
3570,C 200 d  (205),100,Mercedes,36628,20000,17850,16750,16350,,,
3571,C 200 d 9G-TRONIC (205),110,Mercedes,39794,23500,,,,,,
3572,C 200 d  (205),118,Mercedes,37634,22050,,,,,,
3573,C 220 BlueTEC BlueEFFICIENCY Edition 7G-,120,Mercedes,41680,,,,19500,17900,,
3574,C 220 d BlueEFFICIENCY Edition 7G-TRONIC PLUS,120,Mercedes,41680,,,20550,19500,,,
3575,C 220 BlueTEC  (205),125,Mercedes,38824,,,,16900,15850,,
3576,C 220 d  (205),125,Mercedes,39008,20450,18450,17650,16900,,,
3577,C 220 d 4MATIC 7G-TRONIC PLUS (205),125,Mercedes,43887,24150,22000,20500,20200,,,
3578,C 220 d 4MATIC 9G-TRONIC (205),143,Mercedes,45047,27350,,,,,,
3579,C 220 d 9G-TRONIC (205),143,Mercedes,42667,23800,,,,,,
3580,C 250 BlueTEC 4MATIC 7G-TRONIC PLUS (205),150,Mercedes,46559,,,,21100,19550,,
3581,C 250 BlueTEC 7G-TRONIC PLUS (205),150,Mercedes,44179,,,,19050,18200,,
3582,C 250 d 4MATIC 7G-TRONIC PLUS (205),150,Mercedes,46743,26250,23200,21600,21100,,,
3583,C 250 d 7G-TRONIC PLUS (205),150,Mercedes,44363,24950,22500,20100,19050,,,
3584,C 300 d Avantgarde 4MATIC 9G-TRONIC (205),180,Mercedes,48867,33450,,,,,,
3585,C 300 d Avantgarde 9G-TRONIC (205),180,Mercedes,46487,31350,,,,,,
3586,C 300 BlueTEC HYBRID 7G-TRONIC PLUS (205),150,Mercedes,47154,,,,21000,18550,,
3587,C 300 BlueTEC HYBRID Avantgarde 7G-TRONIC,170,Mercedes,48403,,,,21550,19000,,
3588,C 300 h 7G-TRONIC PLUS (205),170,Mercedes,47338,25900,23100,22150,21000,,,
3589,C 350 e Avantgarde 7G-TRONIC PLUS (205),205,Mercedes,51051,30150,26900,25300,23250,,,
3590,C 160 T-Modell  (205),95,Mercedes,33534,21450,19750,17100,15300,,,
3591,C 160 T-Modell  (205),95,Mercedes,34659,21650,,,,,,
