,model,kw,mark,new,2019,2018,2017,2016,2015,2014,2020
5235,Insignia 1.6 CDTI Selection Automatik (A),100.0,Opel,30635,,,11850,10350,9275,,
5236,Insignia 2.0 CDTI ecoFlex Start&Stop Selection (A),103.0,Opel,28460,,,,,8625,7950,
5237,Insignia 2.0 CDTI Edition 4x4 Automatik (A),120.0,Opel,37235,,,,,11250,9900,
5238,Insignia 2.0 CDTI Edition Automatik (A),120.0,Opel,34055,,,,,10450,9175,
5239,Insignia 2.0 CDTI ecoFlex Start&Stop Edition (A),125.0,Opel,32645,,,13200,11500,10250,8975,
5240,Insignia 2.0 CDTI ecoFlex Start&Stop Edition 4x4 (A),125.0,Opel,35825,,,13800,12050,10600,9025,
5241,Insignia 2.0 CDTI Edition 4x4 Automatik (A),125.0,Opel,37475,,,14400,12600,11100,,
5242,Insignia 2.0 CDTI Edition Automatik (A),125.0,Opel,34295,,,13850,12100,10750,,
5243,Insignia 2.0 BiTurbo CDTI ecoFlex Start&Stop Edition,143.0,Opel,33955,,,,,10650,9350,
5244,Insignia 2.0 BiTurbo CDTI Edition 4x4 Automatik (A),143.0,Opel,38785,,,,,11650,10250,
5245,Insignia 2.0 BiTurbo CDTI Edition Automatik (A),143.0,Opel,35605,,,,,11200,9825,
5246,Insignia 1.4 LPG ecoFlex Selection  (A),103.0,Opel,27595,,,12700,11300,9825,8700,
5247,Insignia 1.4 Turbo ecoFlex Start&Stop Selection (A),103.0,Opel,27205,,,12500,11150,9700,8575,
5248,Insignia OPC  (A),239.0,Opel,49005,,,,,19000,16500,
5249,Insignia 1.6 CDTI ecoFlex Start&Stop Selection (A),88.0,Opel,27395,,,10950,9600,,,
5250,Insignia 1.6 CDTI Start&Stop Selection (A),88.0,Opel,27195,,,10900,9525,8125,,
5251,Insignia 2.0 CDTI ecoFlex Start&Stop Selection (A),88.0,Opel,26470,,,,,7800,7125,
5252,Insignia 2.0 CDTI Selection Automatik (A),96.0,Opel,28810,,,,,9300,8150,
5253,Insignia 1.6 CDTI ecoFlex Start&Stop Selection (A),100.0,Opel,28595,,,11050,9650,8650,,
5254,Insignia 1.6 CDTI Selection Automatik (A),100.0,Opel,30245,,,11700,10200,9175,,
5255,Insignia 2.0 CDTI ecoFlex Start&Stop Selection (A),103.0,Opel,28070,,,,,8500,7825,
5256,Insignia 2.0 CDTI Edition 4x4 Automatik (A),120.0,Opel,36845,,,,,11150,9775,
5257,Insignia 2.0 CDTI Edition Automatik (A),120.0,Opel,33665,,,,,10350,9050,
5258,Insignia 2.0 CDTI ecoFlex Start&Stop Edition (A),125.0,Opel,32255,,,12900,11400,10100,8875,
5259,Insignia 2.0 CDTI ecoFlex Start&Stop Edition 4x4 (A),125.0,Opel,35435,,,13650,11900,10500,8925,
5260,Insignia 2.0 CDTI Edition 4x4 Automatik (A),125.0,Opel,37085,,,14250,12450,10950,,
5261,Insignia 2.0 CDTI Edition Automatik (A),125.0,Opel,33905,,,13550,11950,10650,,
5262,Insignia 2.0 BiTurbo CDTI Edition 4x4 Automatik (A),143.0,Opel,38395,,,,,11550,10150,
5263,Insignia 2.0 BiTurbo CDTI Edition Automatik (A),143.0,Opel,35215,,,,,11050,9700,
5264,Insignia Sports Tourer 1.4 Turbo ecoFlex Start&Stop,103.0,Opel,26480,,,12300,11300,9925,9125,
5265,Insignia Country Tourer 1.6 DI Turbo Automatik (A),125.0,Opel,33945,,,17650,15750,13700,12100,
5266,Insignia Sports Tourer OPC  (A),239.0,Opel,50080,,,,,17500,15850,
5267,Insignia Sports Tourer 1.6 CDTI ecoFlex Start&Stop,88.0,Opel,28325,,,10400,9275,,,
5268,Insignia Sports Tourer 1.6 CDTI Start&Stop Selection,88.0,Opel,28125,,,10350,9225,7875,,
5269,Insignia Sports Tourer 2.0 CDTI ecoFlex Start&Stop,88.0,Opel,27400,,,,,7850,7175,
5270,Insignia Sports Tourer 2.0 CDTI Selection Automatik,96.0,Opel,29740,,,,,8525,7625,
5271,Insignia Sports Tourer 1.6 CDTI ecoFlex Start&Stop,100.0,Opel,29525,,,10450,9225,8275,,
5272,Insignia Sports Tourer 1.6 CDTI Selection Automatik,100.0,Opel,31175,,,11000,9725,8750,,
5273,Insignia Sports Tourer 2.0 CDTI ecoFlex Start&Stop,103.0,Opel,29000,,,,,8375,7500,
5274,Insignia Country Tourer 2.0 CDTI 4x4 Automatik (A),120.0,Opel,39095,,,,,12100,10900,
5275,Insignia Country Tourer 2.0 CDTI Automatik (A),120.0,Opel,35915,,,,,11100,10050,
5276,Insignia Sports Tourer 2.0 CDTI Edition 4x4,120.0,Opel,37775,,,,,10650,9325,
5277,Insignia Sports Tourer 2.0 CDTI Edition Automatik (A),120.0,Opel,34595,,,,,9800,8600,
5278,Insignia Country Tourer 2.0 CDTI 4x4 Automatik (A),125.0,Opel,40345,,,15850,13350,11400,,
5279,Insignia Country Tourer 2.0 CDTI Automatik (A),125.0,Opel,37165,,,15450,13000,11100,,
5280,Insignia Country Tourer 2.0 CDTI ecoFlex Start&Stop,125.0,Opel,35515,,,14750,12400,10600,9300,
5281,Insignia Country Tourer 2.0 CDTI ecoFlex Start&Stop,125.0,Opel,38695,,,15200,12800,10900,9575,
5282,Insignia Sports Tourer 2.0 CDTI ecoFlex Start&Stop,125.0,Opel,33185,,,12050,11100,9450,8300,
5283,Insignia Sports Tourer 2.0 CDTI ecoFlex Start&Stop,125.0,Opel,36365,,,14050,12250,10450,9175,
5284,Insignia Sports Tourer 2.0 CDTI Edition 4x4,125.0,Opel,38015,,,14700,12850,10950,,
5285,Insignia Sports Tourer 2.0 CDTI Edition Automatik (A),125.0,Opel,34835,,,12650,11650,9925,,
5286,Insignia Country Tourer 2.0 BiTurbo CDTI 4x4,143.0,Opel,40645,,,,,12600,10800,
5287,Insignia Sports Tourer 2.0 BiTurbo CDTI ecoFlex,143.0,Opel,34495,,,,,10350,9100,
5288,Insignia Sports Tourer 1.4 LPG ecoFlex Selection  (A),103.0,Opel,28135,,,13150,11850,10300,9100,
5289,Insignia Grand Sport 1.5 DI Turbo Edition (B),103.0,Opel,28955,17250,15750,,,,,19100
5290,Insignia Grand Sport 1.5 ECOTEC DI Turbo Business,103.0,Opel,25880,,16250,15500,,,,
5291,Insignia Grand Sport 1.5 DI Turbo Business Edition (B),121.0,Opel,27790,,17050,16050,,,,
5292,Insignia Grand Sport 1.5 ECOTEC DI Turbo Business,121.0,Opel,28040,,17200,16200,,,,
5293,Insignia Grand Sport 1.6 DI Turbo Dynamic (B),147.0,Opel,35960,22600,20650,,,,,
5294,Insignia Grand Sport GSi 2.0 DI Turbo 4x4 Automatik,169.0,Opel,54990,,,,,,,36400
5295,Insignia Grand Sport GSi 2.0 DI Turbo 4x4 Automatik,191.0,Opel,47800,,27400,25200,,,,
5296,Insignia Grand Sport 2.0 DI Turbo Dynamic 4x4,191.0,Opel,41640,,23550,21700,,,,
5297,Insignia Grand Sport 1.6 Diesel Business Edition (B),81.0,Opel,27065,,14900,13300,,,,
5298,Insignia Grand Sport 1.6 ECOTEC Diesel Business,81.0,Opel,27315,,15350,13700,,,,
5299,Insignia Grand Sport 1.5 Diesel Business Edition (B),90.0,Opel,31265,,,,,,,21650
5300,Insignia Grand Sport 1.6 Diesel Business Edition (B),100.0,Opel,28065,,15350,14400,,,,
5301,Insignia Grand Sport 2.0 Diesel Business Edition (B),125.0,Opel,29555,,16600,15100,,,,
5302,Insignia Grand Sport 2.0 Diesel Business Edition 4x4,125.0,Opel,31755,,17700,15500,,,,
5303,Insignia Grand Sport 2.0 Diesel Business Edition (B),128.0,Opel,32845,,,,,,,22750
5304,Insignia Grand Sport GSi 2.0 BiTurbo Diesel 4x4,154.0,Opel,46045,28950,25100,23350,,,,
5305,Insignia Grand Sport 2.0 BiTurbo Diesel Dynamic 4x4,154.0,Opel,40245,24750,21400,19950,,,,
5306,Insignia Sports Tourer 1.5 DI Turbo Business Edition,103.0,Opel,26730,,16900,16150,,,,
5307,Insignia Sports Tourer 1.5 ECOTEC DI Turbo Business,103.0,Opel,26980,,17050,16250,,,,
5308,Insignia Country Tourer 1.5 DI Turbo  (B),121.0,Opel,34885,,19900,18950,,,,
5309,Insignia Sports Tourer 1.5 DI Turbo Business Edition,121.0,Opel,28890,,17600,15550,,,,
5310,Insignia Sports Tourer 1.5 ECOTEC DI Turbo Business,121.0,Opel,29140,,17750,15700,,,,
5311,Insignia Country Tourer 1.6 DI Turbo Automatik (B),147.0,Opel,41385,26050,22650,,,,,
5312,Insignia Sports Tourer 1.6 DI Turbo Dynamic (B),147.0,Opel,36960,22750,21750,,,,,
5313,Insignia Sports Tourer GSi 2.0 DI Turbo 4x4,169.0,Opel,56240,,,,,,,37000
5314,Insignia Country Tourer 2.0 DI Turbo 4x4 Automatik,191.0,Opel,44330,,25550,23050,,,,
5315,Insignia Sports Tourer GSi 2.0 DI Turbo 4x4,191.0,Opel,48800,,28050,24750,,,,
5316,Insignia Sports Tourer 2.0 DI Turbo Dynamic 4x4,191.0,Opel,42640,,24500,21650,,,,
5317,Insignia Sports Tourer 1.6 ECOTEC Diesel Business,81.0,Opel,28415,,15350,12500,,,,
5318,Insignia Sports Tourer 1.5 Diesel Business Edition (B),90.0,Opel,32265,,,,,,,22500
5319,Insignia Sports Tourer 1.6 Diesel Business Edition (B),100.0,Opel,29415,,15050,13300,,,,
5320,Insignia Sports Tourer 2.0 Diesel Business Edition (B),125.0,Opel,30655,,16350,14200,,,,
5321,Insignia Sports Tourer 2.0 Diesel Business Edition 4x4 5,125.0,Opel,32855,,17800,16050,,,,
5322,Insignia Sports Tourer 2.0 Diesel Business Edition (B),128.0,Opel,33845,,,,,,,24150
5323,Insignia Country Tourer 2.0 BiTurbo Diesel 4x4,154.0,Opel,43375,25950,22250,20100,,,,
5324,Insignia Sports Tourer GSi 2.0 BiTurbo Diesel 4x4,154.0,Opel,47410,28600,25800,23500,,,,
5325,Insignia Sports Tourer 2.0 BiTurbo Diesel Dynamic,154.0,Opel,41245,24500,22100,20150,,,,
5326,KARL ROCKS 1.0  (D-A),54.0,Opel,12965,10350,9200,,,,,
5327,KARL ROCKS 1.0 ECOTEC Start/Stop  (D-A),54.0,Opel,13415,10700,9525,,,,,
5328,KARL 1.0 ECOTEC Start/Stop Selection (D-A),54.0,Opel,10010,7450,6750,,,,,
5329,KARL 1.0 Selection (D-A),54.0,Opel,9560,7125,6450,,,,,
5330,KARL ROCKS 1.0  (D-A),55.0,Opel,12800,,9350,8350,,,,
5331,KARL ROCKS 1.0 ecoFlex Start/Stop  (D-A),55.0,Opel,13250,,9675,8625,,,,
5332,KARL 1.0 ecoFLEX Start/Stop Selection (D-A),55.0,Opel,10010,,6950,6200,5450,4800,,
5333,KARL 1.0 Selection (D-A),55.0,Opel,9560,,6625,5925,5200,4575,,
5334,KARL ROCKS 1.0 LPG ecoFlex  (D-A),54.0,Opel,14800,,9075,8100,,,,
5335,KARL 1.0 LPG ecoFLEX Edition  (D-A),54.0,Opel,12900,,8150,7275,6100,5375,,
5336,Meriva 1.4 ecoFlex Start&Stop Selection (B),74.0,Opel,16790,,,8475,7650,6750,5900,
5337,Meriva 1.4 Selection (B),74.0,Opel,16435,,,8300,7500,6625,5775,
5338,Meriva 1.4 Turbo ecoFlex Start&Stop Edition (B),88.0,Opel,20280,,,10050,8925,7875,6950,
5339,Meriva 1.4 Turbo Edition (B),88.0,Opel,19925,,,9875,8750,7725,6800,
5340,Meriva 1.4 Turbo ecoFlex Start&Stop Edition (B),103.0,Opel,20870,,,10550,9275,8325,7425,
5341,Meriva 1.4 Turbo Edition (B),103.0,Opel,20515,,,10400,9125,8225,7325,
5342,Meriva 1.6 CDTI ecoFlex Start&Stop Selection (B),70.0,Opel,19385,,,7800,6925,6175,5425,
5343,Meriva 1.6 CDTI ecoFlex Start&Stop 105g Edition (B),81.0,Opel,22775,,,9275,7975,7050,6200,
5344,Meriva 1.6 CDTI ecoFlex Start&Stop 99g Edition (B),81.0,Opel,23125,,,9425,8100,7150,6300,
5345,Meriva 1.7 CDTI Edition Automatik (B),81.0,Opel,23790,,,,,7575,6675,
5346,Meriva 1.6 CDTI ecoFlex Start&Stop Edition (B),100.0,Opel,23825,,,10300,9325,7600,6825,
5347,Meriva 1.4 LPG ecoFlex Edition  (B),88.0,Opel,21825,,,11300,10050,8775,7500,
5348,Mokka 1.6 CDTI ecoFlex Start&Stop Edition (A),81.0,Opel,24285,,,,11150,9850,,
5349,Mokka 1.7 CDTI ecoFlex Start&Stop Edition (A),96.0,Opel,24125,,,,,10750,9375,
5350,Mokka 1.7 CDTI ecoFlex Start&Stop Edition 4x4 (A),96.0,Opel,26125,,,,,11650,10150,
5351,Mokka 1.7 CDTI Edition Automatik (A),96.0,Opel,25425,,,,,11350,9875,
5352,Mokka 1.6 CDTI ecoFlex Start&Stop Edition (A),100.0,Opel,24985,,,,12050,10650,9250,
5353,Mokka 1.6 CDTI ecoFlex Start&Stop Edition 4x4 (A),100.0,Opel,26985,,,,13050,11500,10000,
5354,Mokka 1.6 CDTI Edition Automatik (A),100.0,Opel,26285,,,,12700,11200,9750,
5355,Mokka 1.4 LPG ecoFlex Edition  (A),103.0,Opel,24940,,,,12500,10950,,
5356,Mokka 1.2 DI Turbo  (B),74.0,Opel,21290,,,,,,,15900
5357,Mokka 1.2 DI Turbo Edition (B),96.0,Opel,24705,,,,,,,17300
5358,Mokka 1.5 Diesel Edition (B),81.0,Opel,25635,,,,,,,18700
5359,Mokka X 1.6 ecoFlex Start&Stop Selection (A),85.0,Opel,18990,,12150,10950,10200,,,
5360,Mokka X 1.4 ECOTEC Turbo Start&Stop Selection (A),88.0,Opel,20495,14350,12900,,,,,
5361,Mokka X 1.4 ECOTEC Turbo Start&Stop Edition (A),103.0,Opel,23455,,13700,12600,11650,,,
5362,Mokka X 1.4 Turbo ecoFlex Start&Stop Edition 4x4 (A),103.0,Opel,25315,,14800,13600,12550,,,
5363,Mokka X 1.4 Turbo Edition Automatik (A),103.0,Opel,24755,,14500,13300,12300,,,
5364,Mokka X 1.4 DI Turbo Start&Stop Edition 4x4,112.0,Opel,27115,,16400,14750,13350,,,
5365,Mokka X 1.6 CDTI ecoFlex Start&Stop Edition (A),81.0,Opel,25185,,13800,12450,11400,,,
5366,Mokka X 1.6 Diesel Start&Stop Edition (A),81.0,Opel,25185,15750,14050,,,,,
5367,Mokka X 1.6 CDTI ecoFlex Start&Stop Edition (A),100.0,Opel,26035,,14050,12650,11150,,,
5368,Mokka X 1.6 CDTI ecoFlex Start&Stop Edition 4x4 (A),100.0,Opel,28035,,15150,13650,12050,,,
5369,Mokka X 1.6 CDTI Edition Automatik (A),100.0,Opel,27335,,14750,13300,11700,,,
5370,Mokka X 1.6 ECOTEC Diesel Start&Stop Edition (A),100.0,Opel,26035,15750,14050,,,,,
5371,Mokka X 1.4 ECOTEC LPG Edition  (A),103.0,Opel,25000,,15500,13900,12500,,,
5372,Mokka-e Edition (B),100.0,Opel,34460,,,,,,,22500
5373,"Movano Combi L1H1 3,0t 2.3 CDTI DPF  (B)",81.0,Opel,31273,,,,,10350,9225,
5374,"Movano Combi L1H1 3,0t 2.3 CDTI DPF ecoFlex",81.0,Opel,31630,,,,,10450,9350,
5375,"Movano Combi L1H1 3,0t 2.3 CDTI SCR ecoFlex",81.0,Opel,33850,,15600,13950,12450,,,
5376,"Movano Combi L1H1 3,3t 2.3 CDTI DPF  (B)",81.0,Opel,32463,,,,,10750,9575,
5377,"Movano Combi L1H1 3,3t 2.3 CDTI DPF ecoFlex",81.0,Opel,32820,,,,,10850,9700,
5378,"Movano Combi L1H1 3,3t 2.3 CDTI SCR ecoFlex",81.0,Opel,35040,,16200,14450,12900,,,
5379,"Movano Combi L2H2 3,3t 2.3 CDTI DPF  (B)",3.0,Opel,34843,,,,,11550,10300,
5380,"Movano Combi L2H2 3,3t 2.3 CDTI DPF ecoFlex",3.0,Opel,35200,,,,,11650,10400,
5381,"Movano Combi L2H2 3,3t 2.3 CDTI SCR ecoFlex",3.0,Opel,37598,,17350,15500,13850,,,
5382,"Movano Combi L2H2 3,5t 2.3 CDTI DPF  (B)",3.0,Opel,36033,,,,,11900,10650,
5383,"Movano Combi L2H2 3,5t 2.3 CDTI DPF ecoFlex",3.0,Opel,36390,,,,,12050,10750,
5384,"Movano Combi L2H2 3,5t 2.3 CDTI SCR ecoFlex",3.0,Opel,38788,,17900,16000,14300,,,
5385,"Movano Combi L1H1 3,0t 2.3 CDTI DPF  (B)",92.0,Opel,32463,,,,,10750,9575,
5386,"Movano Combi L1H1 3,3t 2.3 CDTI DPF  (B)",92.0,Opel,33653,,,,,11150,9950,
5387,"Movano Combi L2H2 3,3t 2.3 CDTI DPF  (B)",92.0,Opel,34201,,,,10800,9675,8450,
5388,"Movano Combi L2H2 3,3t 2.3 CDTI DPF ecoFlex",2.0,Opel,36033,,,,,11950,10650,
5389,"Movano Combi L2H2 3,5t 2.3 CDTI DPF  (B)",2.0,Opel,37223,,,,,12350,11000,
5390,"Movano Combi L1H1 3,0t 2.3 CDTI DPF ecoFlex",100.0,Opel,33653,,,,,11150,9950,
5391,"Movano Combi L1H1 3,3t 2.3 CDTI DPF ecoFlex",100.0,Opel,34843,,,,,11550,10300,
5392,"Movano Combi L2H2 3,3t 2.3 CDTI DPF ecoFlex",2.0,Opel,37223,,,,,12300,11000,
5393,"Movano Combi L2H2 3,5t 2.3 CDTI DPF ecoFlex",2.0,Opel,38413,,,,,12700,11350,
5394,"Movano Combi L1H1 3,0t 2.3 BiTurbo CDTI SCR",107.0,Opel,35575,,16400,14650,13050,11550,,
5395,"Movano Combi L1H1 3,3t 2.3 BiTurbo CDTI SCR",107.0,Opel,36765,,16950,15150,13500,11950,,
5396,"Movano Combi L2H2 3,3t 2.3 BiTurbo CDTI SCR",2.0,Opel,39811,20300,18150,16200,14450,12800,,
5397,"Movano Combi L2H2 3,5t 2.3 BiTurbo CDTI SCR",2.0,Opel,41001,20950,18700,16700,14900,13150,,
5398,"Movano Combi L1H1 3,0t 2.3 CDTI DPF  (B)",110.0,Opel,34962,,,,,11550,10350,
5399,"Movano Combi L1H1 3,3t 2.3 CDTI DPF  (B)",110.0,Opel,36152,,,,,12000,10700,
5400,"Movano Combi L2H2 3,3t 2.3 CDTI DPF  (B)",2.0,Opel,38532,,,,,12750,11400,
5401,"Movano Combi L2H2 3,5t 2.3 CDTI DPF  (B)",2.0,Opel,39722,,,,,13150,11750,
5402,"Movano Combi L1H1 3,0t 2.3 CDTI DPF ecoFlex",120.0,Opel,35141,,,,,11650,10400,
5403,"Movano Combi L1H1 3,3t 2.3 CDTI DPF ecoFlex",120.0,Opel,36331,,,,,12050,10750,
5404,"Movano Combi L2H2 3,3t 2.3 CDTI DPF ecoFlex",2.0,Opel,38711,,,,,12800,11450,
5405,"Movano Combi L2H2 3,5t 2.3 CDTI DPF ecoFlex",2.0,Opel,39901,,,,,13200,11800,
5406,"Movano Combi L1H1 3,0t 2.3 BiTurbo CDTI SCR",125.0,Opel,37063,,17100,15250,13650,12050,,
5407,"Movano Combi L1H1 3,3t 2.3 BiTurbo CDTI SCR",125.0,Opel,38253,,17650,15750,14100,12450,,
5408,"Movano Combi L2H2 3,3t 2.3 BiTurbo CDTI SCR",2.0,Opel,40811,,18850,16800,15000,13250,,
5409,"Movano Combi L2H2 3,5t 2.3 BiTurbo CDTI SCR",2.0,Opel,42001,,19400,17300,15450,13650,,
5410,"Movano Kombi L1H1 3,3t 2.3 Diesel  (B)",100.0,Opel,36955,19600,,,,,,21950
5411,"Movano Kombi L2H2 3,3t 2.3 Diesel  (B)",2.0,Opel,39514,20950,,,,,,23500
5412,"Movano Kombi L2H2 3,5t 2.3 Diesel  (B)",2.0,Opel,40704,21600,,,,,,24200
5413,"Movano Kombi L1H1 3,3t 2.3 Diesel  (B)",110.0,Opel,39038,20700,,,,,,23200
5414,"Movano Kombi L2H2 3,3t 2.3 Diesel  (B)",2.0,Opel,41596,22050,,,,,,24700
5415,"Movano Kombi L2H2 3,5t 2.3 Diesel  (B)",2.0,Opel,42786,22700,,,,,,25450
5416,"Movano Kombi L1H1 3,3t 2.3 Diesel Easytronic (B)",132.0,Opel,41834,22200,,,,,,24850
5417,"Movano Kombi L2H2 3,3t 2.3 Diesel Easytronic (B)",2.0,Opel,44393,23550,,,,,,26400
5418,"Movano Kombi L2H2 3,5t 2.3 Diesel Easytronic (B)",2.0,Opel,45583,24200,,,,,,27100
5419,"Vivaro Combi L1H1 2,7t 1.6 CDTI  (B)",66.0,Opel,30405,,,,12900,12000,10450,
5420,"Vivaro Combi L1H1 2,7t 1.6 CDTI ecoFlex Start&Stop",66.0,Opel,30762,,,,13050,12100,10600,
5421,"Vivaro Combi L1H1 2,9t 1.6 CDTI  (B)",66.0,Opel,31095,,,,13200,12250,10700,
5422,"Vivaro Combi L1H1 2,9t 1.6 CDTI ecoFlex Start&Stop",66.0,Opel,31452,,,,13350,12400,10800,
5423,"Vivaro Combi L2H1 2,9t 1.6 CDTI  (B)",66.0,Opel,32011,,,,13600,12600,11000,
5424,"Vivaro Combi L2H1 2,9t 1.6 CDTI ecoFlex Start&Stop",66.0,Opel,30357,,,,12300,10750,9725,
5425,"Vivaro Combi L1H1 2,7t 1.6 CDTI ecoFlex Start&Stop",70.0,Opel,33475,18150,16500,15000,13650,12600,,
5426,"Vivaro Combi L1H1 2,9t 1.6 CDTI ecoFlex Start&Stop",70.0,Opel,34165,18550,16850,15300,13950,12850,,
5427,"Vivaro Combi L2H1 2,9t 1.6 CDTI ecoFlex Start&Stop",70.0,Opel,34064,,17350,15750,14300,13200,,
5428,"Vivaro Combi+ L1H1 2,7t 1.6 Diesel Start&Stop  (B)",70.0,Opel,36623,19900,17900,15950,,,,
5429,"Vivaro Combi+ L1H1 2,9t 1.6 Diesel Start&Stop  (B)",70.0,Opel,37313,20250,18250,16250,,,,
5430,"Vivaro Combi+ L2H1 2,9t 1.6 Diesel Start&Stop  (B)",70.0,Opel,38229,20750,18700,16650,,,,
5431,"Vivaro Combi L1H1 2,7t 1.6 CDTI  (B)",84.0,Opel,29464,,,,11100,9700,8675,
5432,"Vivaro Combi L1H1 2,9t 1.6 CDTI  (B)",84.0,Opel,32166,,,,13650,12650,11000,
5433,"Vivaro Combi L2H1 2,9t 1.6 CDTI  (B)",84.0,Opel,33082,,,,14050,13050,11300,
5434,"Vivaro Combi L1H1 2,7t 1.6 CDTI  (B)",85.0,Opel,31476,,,,13350,12400,10750,
5435,"Vivaro Combi L1H1 2,7t 1.6 BiTurbo CDTI Start&Stop",88.0,Opel,31773,,,,15500,14400,12650,
5436,"Vivaro Combi L1H1 2,9t 1.6 BiTurbo CDTI Start&Stop",88.0,Opel,32463,,,,15850,14700,12900,
5437,"Vivaro Combi L2H1 2,9t 1.6 BiTurbo CDTI Start&Stop",88.0,Opel,33499,,,,16350,15150,13200,
5438,"Vivaro Combi L1H1 2,7t 1.6 BiTurbo CDTI ecoFlex",92.0,Opel,33766,,17100,15550,14100,13050,,
5439,"Vivaro Combi L1H1 2,9t 1.6 BiTurbo CDTI ecoFlex",92.0,Opel,34457,,17450,15850,14400,13300,,
5440,"Vivaro Combi L2H1 2,9t 1.6 BiTurbo CDTI ecoFlex",92.0,Opel,35373,,17900,16300,14800,13650,,
5441,"Vivaro Combi+ L1H1 2,7t 1.6 BiTurbo Diesel  (B)",92.0,Opel,37932,20600,18550,16550,,,,
5442,"Vivaro Combi+ L1H1 2,9t 1.6 BiTurbo Diesel  (B)",92.0,Opel,38622,20950,18900,16800,,,,
5443,"Vivaro Combi+ L2H1 2,9t 1.6 BiTurbo Diesel  (B)",92.0,Opel,39538,21450,19350,17200,,,,
5444,"Vivaro Life L1H1 2,7t 1.6 BiTurbo Diesel  (B)",92.0,Opel,45072,24500,22050,,,,,
5445,"Vivaro Life L2H1 2,7t 1.6 BiTurbo Diesel  (B)",92.0,Opel,45988,25000,22500,,,,,
5446,"Vivaro Tourer L1H1 2,7t 1.6 BiTurbo Diesel  (B)",92.0,Opel,43882,23850,21450,19100,,,,
5447,"Vivaro Tourer L2H1 2,7t 1.6 BiTurbo Diesel  (B)",92.0,Opel,44798,24350,21900,19500,,,,
5448,"Vivaro Combi L1H1 2,7t 1.6 BiTurbo CDTI Start&Stop",103.0,Opel,33261,,,,14150,13100,11450,
5449,"Vivaro Combi L1H1 2,9t 1.6 BiTurbo CDTI Start&Stop",103.0,Opel,33951,,,,14450,13400,11700,
5450,"Vivaro Combi L2H1 2,9t 1.6 BiTurbo CDTI Start&Stop",103.0,Opel,34867,,,,14800,13750,11950,
5451,"Vivaro Combi L1H1 2,7t 1.6 BiTurbo CDTI ecoFlex",107.0,Opel,35135,,17800,16150,14700,13600,,
5452,"Vivaro Combi L1H1 2,9t 1.6 BiTurbo CDTI ecoFlex",107.0,Opel,35825,,18150,16500,15000,13850,,
5453,"Vivaro Combi L2H1 2,9t 1.6 BiTurbo CDTI ecoFlex",107.0,Opel,36742,,18600,16900,15400,14200,,
5454,"Vivaro Combi+ L1H1 2,7t 1.6 BiTurbo Diesel  (B)",107.0,Opel,39300,21550,19000,17100,,,,
5455,"Vivaro Combi+ L1H1 2,9t 1.6 BiTurbo Diesel  (B)",107.0,Opel,39990,21950,19350,17400,,,,
5456,"Vivaro Combi+ L2H1 2,9t 1.6 BiTurbo Diesel  (B)",107.0,Opel,40907,22450,19800,17800,,,,
5457,"Vivaro Life L1H1 2,7t 1.6 BiTurbo Diesel  (B)",107.0,Opel,46440,25450,22500,,,,,
5458,"Vivaro Life L2H1 2,7t 1.6 BiTurbo Diesel  (B)",107.0,Opel,47357,25950,22900,,,,,
5459,"Vivaro Tourer L1H1 2,7t 1.6 BiTurbo Diesel  (B)",107.0,Opel,45250,24800,21900,19700,,,,
5460,"Vivaro Tourer L2H1 2,7t 1.6 BiTurbo Diesel  (B)",107.0,Opel,46167,25350,22350,20100,,,,
5461,Vivaro Kombi M 1.5 Diesel  (C),75.0,Opel,32035,17950,,,,,,19750
5462,Vivaro Kombi S 1.5 Diesel  (C),75.0,Opel,31380,17600,,,,,,19350
5463,Vivaro Kombi L 1.5 Diesel  (C),88.0,Opel,38627,20300,,,,,,22350
5464,Vivaro Kombi M 1.5 Diesel  (C),88.0,Opel,37794,19850,,,,,,21850
5465,Vivaro Kombi S 1.5 Diesel  (C),88.0,Opel,37140,19500,,,,,,21450
5466,Vivaro Kombi L 2.0 Diesel Automatik (C),90.0,Opel,40728,22400,,,,,,24600
5467,Vivaro Kombi M 2.0 Diesel Automatik (C),90.0,Opel,39916,21950,,,,,,24150
5468,Vivaro Kombi S 2.0 Diesel Automatik (C),90.0,Opel,39278,21600,,,,,,23750
5469,Vivaro Kombi L 2.0 Diesel  (C),110.0,Opel,38292,21250,,,,,,23400
5470,Vivaro Kombi M 2.0 Diesel  (C),110.0,Opel,37480,20800,,,,,,22900
5471,Vivaro Kombi S 2.0 Diesel  (C),110.0,Opel,36842,20450,,,,,,22500
5472,Vivaro Cargo Doppelkabine M 1.5 Diesel Selection (C),75.0,Opel,33257,18100,,,,,,20300
5473,Vivaro Cargo Flexspace Doppelkabine M 1.5 Diesel  (C),75.0,Opel,34417,18750,,,,,,21050
5474,Vivaro Cargo S 1.5 Diesel Selection (C),75.0,Opel,31142,16200,,,,,,18150
5475,Vivaro Cargo Doppelkabine M 1.5 Diesel Selection (C),88.0,Opel,34127,19150,,,,,,21500
5476,Vivaro Cargo M 1.5 Diesel Selection (C),88.0,Opel,32737,17550,,,,,,19700
5477,Vivaro Cargo S 1.5 Diesel Selection (C),88.0,Opel,30879,17200,,,,,,19250
5478,Vivaro Cargo Doppelkabine L 2.0 Diesel Selection (C),90.0,Opel,36134,19700,,,,,,22100
